delivery_date,vehicle_registration_number,product_name,product_item_name,quantity,weight
2026-02-04,KCY 427Y,Minute Maid Mango Juice,400ml x 12pcs,4.0,19.2
2026-02-04,KCQ 720Y,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,1.0,0.28
2026-02-04,KCN 315G,Fanta Blackcurrant,350ml x 12pcs,10.0,42.0
2026-02-04,KCR 380A,Nuvita Wafers Assorted Flavours,9g x 6 x 12,2.0,1.3
2026-02-04,KCR 380A,Softcare  Space Diapers  - Jumbo,Medium - 1 packet x 72 pcs,1.0,2.2
2026-02-04,KCX 077s,Minute Maid Tropical Juice,400ml x 12pcs,2.0,9.6
2026-02-04,KCR 382A,210 Maize Flour,2kg x 12 packets,1.0,24.0
2026-02-04,KCR 378A,Narumoro Whole Milk,ESL 21pcs x 200ml,4.0,16.8
2026-02-04,KBT 141D,Sossi Classic Chunks,35g x 12 packets,2.0,0.84
2026-02-04,KBT 141D,Predator Gold Energy Drink,400ml x 12pcs,41.0,196.79999999999998
2026-02-04,KCR 378A,Sprite,2L x 6pcs,2.0,24.0
2026-02-04,KCN 315G,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,2.0,4.8
2026-02-04,KDG 776T,Soko Maize Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-04,KCE 477L,Club Soda Pineapple,2ltr x 6pcs,1.0,12.0
2026-02-04,KBS 871Z,Fanta Blackcurrant,2L x 6pcs,6.0,72.0
2026-02-04,KCR 382A,Minute Maid Apple Juice,1L x 12pcs,2.0,24.0
2026-02-04,KCR 385a,210 Maize Flour,2kg x 12 packets,2.0,48.0
2026-02-04,KAY 414M,Fanta Orange,350ml x 12pcs,10.0,42.0
2026-02-04,KCX 077s,Colgate Regular,35g x 12pcs,1.0,0.42
2026-02-04,KDK 404Q,Coca-Cola,350ml x 12pcs,9.0,37.8
2026-02-04,KCR 398A,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-04,KBS 016T,Narumoro Whole Milk,Esl 500ml x 12pcs,1.0,6.0
2026-02-04,KCG 013L,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-04,KCX 077s,Zing Tropical Twist,1pkt x 50pcs,1.0,0.27
2026-02-04,KDH 265A,210 Wheat Flour,2kg x 12 packets,2.0,48.0
2026-02-04,KDH 265A,Doffi Washing Detergent - Pink,500g x 12 packets,1.0,810.0
2026-02-04,KBT 141D,Nala Instant Noodles - Chicken Flavour,120g x 20 packets,1.0,2.6
2026-02-04,KBS 016T,Fresh Cool Gum,Menthol 4's 1pkt x 25pcs,1.0,0.14
2026-02-04,KCR 398A,Master Chef Maize Flour,2kg x 12 packets,1.0,24.0
2026-02-04,KCG 013L,Toilex Poa White Tissue,40 x 1 pc (Wrapped),1.0,3.8
2026-02-04,KCU 273E,Club Soda Blackcurrant,2ltr x 6pcs,2.0,24.0
2026-02-04,KCX 077s,Fruit Drops,Assorted 1pkt x 75pcs,1.0,0.29
2026-02-04,KCQ 723Y,210 Wheat Flour,2kg x 12 packets,5.0,120.0
2026-02-04,KCR 378A,Acacia Kids Fruit Drink ,Blackcurrant 200ml x 12 Pouches,1.0,2.75
2026-02-04,KBT 141D,Zenta Soap Cream,600gm x 12 bars,1.0,7.2
2026-02-04,KCR 378A,Minute Maid Mango Juice,400ml x 12pcs,1.0,4.8
2026-02-04,KCR 380A,Soko Maize Flour,2kg x 12 pkts - Bale,12.0,288.0
2026-02-04,KCY 427Y,Fanta Passion,2L x 6pcs,10.0,120.0
2026-02-04,kcr 384a,Fahari ya Kenya,100g x 10 pcs,1.0,1.0
2026-02-04,KCG 013L,Monster Energy,Original - 500ml x 4 cans,1.0,2.0
2026-02-04,Kbn 692W,Minute Maid Apple Juice,400ml x 12pcs,5.0,24.0
2026-02-04,KCR 385a,Minute Maid Orange Pulpy,1L x 12pcs,1.0,12.0
2026-02-04,KCR 385a,Sossi Classic Chunks,70g x 12 packets,1.0,0.84
2026-02-04,KCG 013L,Sossi Beef Chunks,35g x 12 packets,1.0,0.42
2026-02-04,KCQ 722Y,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-04,KCY 042Y,Club Soda Lemon and Lime,350ml x 12pcs ,4.0,16.8
2026-02-04,KCQ 722Y,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,4.0,9.6
2026-02-04,KCE 477L,Fanta Blackcurrant,2L x 6pcs,12.0,144.0
2026-02-04,kcr 384a,Rhino Matchbox,10 x 10 x 1 Outer,5.0,4.0
2026-02-04,KCU 273E,Sprite,350ml x 12pcs,2.0,8.4
2026-02-04,KCQ 720Y,Kensalt,500g x 40pcs,6.0,120.0
2026-02-04,KCX 077s,Tamu Tamu,Tomato Ketchup (Red) - 11gms x 10 packets x 3 strips,1.0,0.9
2026-02-04,KCR 383A,Ajab Home Baking Flour,1kg x 24 Packets,3.0,72.0
2026-02-04,KCR 383A,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,2.0,0.56
2026-02-04,KAY 414M,Postman Cooking Oil,20 Litre Jerrycan,5.0,100.0
2026-02-04,KCR 380A,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,3.0,3.6
2026-02-04,KCQ 720Y,Kotex Ultra Thin Sanitary Pads Super,8 x 4packets	,0.0,0.0
2026-02-04,KCU 273E,Biryani Rice,Maison 25KG,2.0,50.0
2026-02-04,KDL 256f,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,3.0,7.2
2026-02-04,KDL 256f,Ajab Home Baking Flour,1kg x 24 Packets,1.0,24.0
2026-02-04,KCR 381a,Excel Pure Glucose,50G X 12pcs,1.0,1.0
2026-02-04,KCQ 722Y,Quencher Life Water,1L x 12 bottles,2.0,24.4
2026-02-04,KCL 309P,SunVeat Nice Biscuits,30 packets x 10pcs,1.0,1.2
2026-02-04,KCR 380A,SunVeat Happy Happy Pinneaple Cream Biscuits,60 x 2pcs,3.0,3.6
2026-02-04,KCR 383A,Nutrameal Sugar ,500g x 20 Packets,2.0,20.0
2026-02-04,KCR 383A,Kensalt,200gm x 30,3.0,18.0
2026-02-04,KCY 042Y,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,1.0,0.28
2026-02-04,Kbn 692W,Panadol Extra,1 packet x 100 pcs,4.0,2.0
2026-02-04,KDD 288Y,Gofrut Multifruit Juice,1L x 6pcs,1.0,6.2
2026-02-04,KCG 013L,Tamu Tamu,Tomato Ketchup (Red) - 11gms x 10 packets x 3 strips,1.0,0.9
2026-02-04,KDG 776T,Excel Pure Glucose,50G X 12pcs,1.0,1.0
2026-02-04,KCR 378A,Sokoni Steelwool,75g - 12 pieces x 1 outer,1.0,0.9
2026-02-04,KDH 265A,Chapa Mandashi Baking Powder,100g x 12pcs,1.0,1.2
2026-02-04,KBS 419T,Fanta Blackcurrant,2L x 6pcs,7.0,84.0
2026-02-04,KBS 419T,Ajab Home Baking Flour,1kg x 24 Packets,5.0,120.0
2026-02-04,KCX 077s,MacCoffee Classic,1.6g x 72pcs,6.0,0.72
2026-02-04,KCQ 720Y,Fanta Orange,500ml x 12pcs,6.0,36.0
2026-02-04,KCY 427Y,Fanta Orange,350ml x 12pcs,10.0,42.0
2026-02-04,KCG 013L,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-04,KBS 016T,Soko Home Baking Flour,2kg x 12 pkts - Bale,6.0,144.0
2026-02-04,KBT 141D,Lotus All Purpose Home Baking Flour,2kg x 12 packets,5.0,120.0
2026-02-04,KCR 383A,Soko Maize Flour,1kg x 24 Packets,6.0,144.0
2026-02-04,KCQ 720Y,Ringoz Sweet Paprika,12gms x 10 packets x 5 strips,3.0,1.8
2026-02-04,KBS 871Z,Nuvita Wafers Assorted Flavours,9g x 6 x 12,2.0,1.3
2026-02-04,KCY 042Y,Power Play  Energy Drink,400ml x 12pcs,7.0,33.6
2026-02-04,KCY 042Y,Safari Lemonade,300ml x 12 bottles,12.0,55.199999999999996
2026-02-04,KCG 013L,Chapa Mandashi Baking Powder,100g x 12pcs,1.0,1.2
2026-02-04,KCE 477L,Fanta Orange,500ml x 12pcs,6.0,36.0
2026-02-04,kcr 384a,Sprite,350ml x 12pcs,7.0,29.4
2026-02-04,KCU 273E,Sta-Soft,Lavender Dream 20ml x 24pcs,1.0,0.48
2026-02-04,KCX 077s,Butter Scotch,1pkt x 80pcs,1.0,0.14
2026-02-04,KCR 378A,Dawn Pekee Poa Tissue,40 x 1pc (Wrapped),1.0,2.2
2026-02-04,KDH 265A,OMO Extra Fresh,40g x 24 sachets (2 strips),1.0,0.96
2026-02-04,KDH 265A,Mara Moja Tablets,1 packet x 100pcs,1.0,0.12
2026-02-04,KBT 141D,Fahari ya Kenya,100g x 10 pcs,1.0,1.0
2026-02-04,KCR 382A,Soko Maize Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-04,KCR 382A,Minute Maid Orange Pulpy,1L x 12pcs,1.0,12.0
2026-02-04,KCR 385a,Nuvita Wafers Assorted Flavours,9g x 6 x 12,1.0,0.65
2026-02-04,KCR 380A,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,7.0,16.8
2026-02-04,kcr 384a,Soko Home Baking Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-04,KDD 288Y,Predator Gold Energy Drink,400ml x 12pcs,10.0,48.0
2026-02-04,KCR 381a,Lotus All Purpose Home Baking Flour,2kg x 12 packets,2.0,48.0
2026-02-04,KDL 256f,Ting Ting Passion,1pkt x 50pcs,1.0,0.42
2026-02-04,KCL 309P,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-04,KCL 309P,Fanta Orange,2L x 6pcs,2.0,24.0
2026-02-04,KCQ 720Y,Kabras Sugar,2kg x 10 Packets,0.0,0.0
2026-02-04,KDK 404Q,Tam Tam Tomato Paste,50g x 25 sachets,1.0,1.25
2026-02-04,KCN 315G,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-04,KCR 378A,Toilex Tissue,40 x 1 pc (Wrapped),2.0,7.6
2026-02-04,KBT 141D,Fresh Cool Gum,Peppermint 4's 1pkt x 25pcs,2.0,0.28
2026-02-04,KCN 315G,Fanta Orange,1L x 12pcs,14.0,170.8
2026-02-04,KCE 477L,Imperial Leather Timeless Classic Bathing Soap,150g x 6pcs,1.0,0.9
2026-02-04,KCG 013L,Nutrameal Sugar ,500g x 20 Packets,2.0,20.0
2026-02-04,KCL 309P,Coca-Cola,350ml x 12pcs,4.0,16.8
2026-02-04,KCY 042Y,210 Wheat Flour,1kg x 24 packets,1.0,24.0
2026-02-04,Kbn 692W,Downy Pouch Lavender Calm,300ml x 1 Pouch,1.0,0.3
2026-02-04,KCR 381a,Brown Plain Paper Bag,1/2kg x 50pcs,1.0,0.3
2026-02-04,KDD 288Y,Fanta Orange,350ml x 12pcs,10.0,42.0
2026-02-04,KCG 013L,Coca-Cola,350ml x 12pcs,7.0,29.4
2026-02-04,kcr 384a,Lotus All Purpose Home Baking Flour,2kg x 12 packets,3.0,72.0
2026-02-04,KCN 315G,Brown Sugar,50kg sack,1.0,50.0
2026-02-04,KCX 077s,Ringoz Sweet Paprika,12gms x 10 packets x 5 strips,1.0,0.6
2026-02-04,KAY 414M,Wrigley's P.K Chewing Gum,Menthol 1pkt x 50pcs,1.0,0.28
2026-02-04,KCR 382A,Nuvita Orange Cream Biscuits,60 x 2pcs,1.0,1.38
2026-02-04,KCR 383A,Raha Drinking Chocolate,4 x 24 x 16gms,1.0,1.0
2026-02-04,KCR 383A,Narumoro Whole Milk,Esl 500ml x 12pcs,2.0,12.0
2026-02-04,KCR 380A,Fanta Orange,500ml x 12pcs,2.0,12.0
2026-02-04,KCR 380A,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,2.0,1.6
2026-02-04,KCR 380A,Sprite,350ml x 12pcs,2.0,8.4
2026-02-04,KCQ 720Y,Nuvita Vitamilk,30 packets x 10pcs,1.0,0.93
2026-02-04,KCY 427Y,Techpak Clear Plastic Cups,200ml x 25pcs,1.0,0.01
2026-02-04,KCY 427Y,Nuvita Fruity Strawberry Biscuits,72 packets x 4pcs,1.0,0.89
2026-02-04,KBS 016T,Nice & Lovely Aloe Vera Glycerine,65ml x 6pcs,0.0,0.0
2026-02-04,KCQ 723Y,Bitez,12gms x 10 packets x 5 strips,1.0,0.6
2026-02-04,KCR 383A,Minute Maid Mango Juice,400ml x 12pcs,4.0,19.2
2026-02-04,KCN 315G,Club Soda Pineapple,2ltr x 6pcs,1.0,12.0
2026-02-04,KBS 871Z,Soko Maize Flour,1kg x 24 Packets,1.0,24.0
2026-02-04,KCY 042Y,Fanta Orange,2L x 6pcs,3.0,36.0
2026-02-04,Kbn 692W,Biryani Rice,Maison 25KG,2.0,50.0
2026-02-04,KBS 016T,Prestige Margarine Original,250g x 2 tubs,1.0,0.5
2026-02-04,KDL 256f,Master Chef Maize Flour,2kg x 12 packets,4.0,96.0
2026-02-04,KCE 477L,Sprite,350ml x 12pcs,5.0,21.0
2026-02-04,KDG 776T,Fanta Blackcurrant,350ml x 12pcs,2.0,8.4
2026-02-04,kcr 384a,Minute Maid Tropical Juice,400ml x 12pcs,4.0,19.2
2026-02-04,KCY 427Y,Ariel Detergent Fresh Spring,500gm X 1 Pc,3.0,1.5
2026-02-04,KCX 077s,Mount Kenya Milk,ESL 18pcs x 500ml,18.0,162.0
2026-02-04,KBT 141D,Doffi Washing Detergent - Pink,500g x 12 packets,1.0,810.0
2026-02-04,KDH 265A,Wrigley's Orbit Chewing Gum,Mixed Fruit - 1 pkt x 50pcs,1.0,0.85
2026-02-04,KCR 383A,Panadol Extra,1 packet x 100 pcs,5.0,2.5
2026-02-04,KDK 404Q,Action Tablets,1 Packet x 100pcs,1.0,1.0
2026-02-04,KCY 427Y,Bitez,12gms x 10 packets x 5 strips,5.0,3.0
2026-02-04,KDG 776T,Gofrut Juice Assorted Flavours,500ml x 12pcs,1.0,6.0
2026-02-04,KDD 288Y,Doffi Washing Detergent - Pink,500g x 12 packets,2.0,1620.0
2026-02-04,KCL 309P,Soko Maize Flour,2kg x 12 pkts - Bale,2.0,48.0
2026-02-04,KCQ 722Y,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-04,KCY 042Y,Sprite,350ml x 12pcs,9.0,37.8
2026-02-04,KDH 265A,Highlands Cordial Orange,1ltr x 12 pcs,1.0,12.0
2026-02-04,KBT 141D,Caramella,1pkt x 80pcs,1.0,0.15
2026-02-04,KDD 288Y,Ajab Home Baking Flour,2kg x 12 Packets,22.0,528.0
2026-02-04,KCE 477L,Mount Kenya Milk,ESL 18pcs x 500ml,8.0,72.0
2026-02-04,KDG 776T,Power Play  Energy Drink,400ml x 12pcs,3.0,14.4
2026-02-04,KDG 776T,Panadol Extra,1 packet x 100 pcs,1.0,0.5
2026-02-04,KCY 427Y,Nuvita Crunchy Ginger,60x3pcs Carton,2.0,2.76
2026-02-04,KCX 077s,Minute Maid Mango Juice,400ml x 12pcs,1.0,4.8
2026-02-04,KCR 382A,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,2.0,4.8
2026-02-04,KCL 309P,OMO Extra Fresh,40g x 24 sachets (2 strips),2.0,1.92
2026-02-04,KCL 309P,Club Soda Blackcurrant,350ml x 12pcs ,1.0,4.2
2026-02-04,KDD 288Y,Mara Moja Tablets,1 packet x 100pcs,2.0,0.24
2026-02-04,KBS 871Z,Coca-Cola,2L x 6pcs,5.0,60.0
2026-02-04,KCG 013L,210 Wheat Flour,2kg x 12 packets,1.0,24.0
2026-02-04,KCE 477L,Fanta Orange,350ml x 12pcs,8.0,33.6
2026-02-04,KCQ 720Y,Champ Orange Juice,150ml x 24 bottles,2.0,7.6
2026-02-04,KCR 383A,Minute Maid Orange Pulpy,1L x 12pcs,2.0,24.0
2026-02-04,KCR 378A,Royco Mchuzi Mix - Chicken Original,7g x 24 sachets (2 strips),1.0,0.2
2026-02-04,KDH 265A,Downy Pouch Lavender Calm,300ml x 1 Pouch,3.0,0.9
2026-02-04,KDH 265A,Fanta Blackcurrant,350ml x 12pcs,6.0,25.2
2026-02-04,KBS 419T,Nuvita Wafers Assorted Flavours,9g x 6 x 12,2.0,1.3
2026-02-04,KCR 385a,Ting Ting Passion,1pkt x 50pcs,2.0,0.84
2026-02-04,KCQ 723Y,Narumoro Whole Milk,ESL 21pcs x 200ml,3.0,12.6
2026-02-04,KCR 383A,Dawn Jumbo Tissue,1 bale x 12pcs,1.0,3.8
2026-02-04,KBS 871Z,OMO Extra Fresh,40g x 24 sachets (2 strips),1.0,0.96
2026-02-04,KDD 288Y,Doffi Washing Detergent - Blue,500g x 12 packets,2.0,12.0
2026-02-04,KCQ 722Y,Dasani Water,500ml x 12pcs,1.0,6.0
2026-02-04,KCR 378A,Fahari ya Kenya,100g x 10 pcs,1.0,1.0
2026-02-04,KCX 077s,Predator Gold Energy Drink,400ml x 12pcs,18.0,86.4
2026-02-04,KCR 381a,Minute Maid Orange Pulpy,1L x 12pcs,2.0,24.0
2026-02-04,KCQ 722Y,Gofrut Mango Juice,250ml x 12pcs,1.0,3.2
2026-02-04,KCQ 722Y,Nuvita Vitamilk,60x5pcs Carton,1.0,1.38
2026-02-04,KBS 016T,Club Soda Lemon and Lime,2ltr x 6pcs,1.0,12.0
2026-02-04,KDG 776T,Safari Lemonade,300ml x 12 bottles,11.0,50.6
2026-02-04,KCU 273E,Fanta Blackcurrant,2L x 6pcs,3.0,36.0
2026-02-04,KCX 077s,Lotto Mints,1pkt x 75pcs,0.0,0.0
2026-02-04,KAY 414M,Velvex Aluminium Kitchen Foil,30cm × 5m x 12pc,1.0,0.1
2026-02-04,KCR 383A,Champ Orange Juice,300ml x 12 bottles,2.0,7.6
2026-02-04,KDH 265A,Caramella,1pkt x 80pcs,2.0,0.3
2026-02-04,KCR 380A,Fahari ya Kenya,100g x 10 pcs,2.0,2.0
2026-02-04,KCY 427Y,Doffi Washing Detergent - Pink,500g x 12 packets,2.0,1620.0
2026-02-04,KDG 776T,Colgate Anticavity Toothbrush,1 x 12pcs,2.0,0.24
2026-02-04,KCE 477L,Gofrut Mango Juice,250ml x 12pcs,1.0,3.2
2026-02-04,KCG 013L,Biryani Rice,Maison 25KG,2.0,50.0
2026-02-04,KDL 256f,Power Play  Energy Drink,400ml x 12pcs,2.0,9.6
2026-02-04,KDL 256f,Club Soda Lemon and Lime,350ml x 12pcs ,5.0,21.0
2026-02-04,KCR 381a,Mount Kenya Milk,ESL 21pcs x 200ml,39.0,163.8
2026-02-04,KCX 077s,Coca-Cola,350ml x 12pcs,12.0,50.4
2026-02-04,KCR 385a,Minute Maid Mango Juice,400ml x 12pcs,1.0,4.8
2026-02-04,KCR 382A,Dawn Pekee Poa Tissue,40 x 1pc (Wrapped),2.0,4.4
2026-02-04,KCR 378A,Power Play  Energy Drink,400ml x 12pcs,5.0,24.0
2026-02-04,KCR 385a,Coca-Cola,350ml x 12pcs,4.0,16.8
2026-02-04,KCX 077s,Kleesoft Anti Bacterial Hand Wash Detergent ,1kg x 10 packets,0.0,0.0
2026-02-04,KCN 315G,Fahari ya Kenya,15g x 20pcs,2.0,0.6
2026-02-04,KCL 309P,Fanta Orange,350ml x 12pcs,5.0,21.0
2026-02-04,KCQ 722Y,210 Maize Flour,1kg x 24 packets,2.0,48.0
2026-02-04,KCQ 722Y,Kensalt,500g x 40pcs,5.0,100.0
2026-02-04,KCQ 722Y,Janus Whitemint,1pkt x100pcs,0.0,0.0
2026-02-04,KDL 256f,Lotus All Purpose Home Baking Flour,2kg x 12 packets,1.0,24.0
2026-02-04,KCL 309P,Fanta Orange,1L x 12pcs,2.0,24.4
2026-02-04,KCR 380A,Fanta Passion,2L x 6pcs,2.0,24.0
2026-02-04,KCX 077s,Sossi Classic Chunks,35g x 12 packets,1.0,0.42
2026-02-04,KCR 383A,Minute Maid Tropical Juice,400ml x 12pcs,4.0,19.2
2026-02-04,KBT 141D,Quencher Life Water,500ml x 6 bottles,2.0,6.4
2026-02-04,KCN 315G,Doffi Washing Detergent - Yellow,500g x 12 packets,1.0,6.0
2026-02-04,KBS 871Z,Coca-Cola,1L x 12pcs,3.0,36.6
2026-02-04,KCL 309P,Kiwi Shoe Polish-Black,15ml x 12 pcs,1.0,0.18
2026-02-04,KCL 309P,210 Maize Flour,2kg x 12 packets,1.0,24.0
2026-02-04,KCR 381a,Nuvita Wafers Assorted Flavours,9g x 6 x 12,1.0,0.65
2026-02-04,KDL 256f,Ringoz Sweet Paprika,12gms x 10 packets x 5 strips,1.0,0.6
2026-02-04,KCR 398A,Fahari ya Kenya,15g x 20pcs,2.0,0.6
2026-02-04,KBS 871Z,Gofrut Juice Assorted Flavours,250ml x 12pcs,1.0,3.0
2026-02-04,KCG 013L,Panadol Extra,1 packet x 100 pcs,5.0,2.5
2026-02-04,KDG 776T,Sta-Soft,Lavender Dream 20ml x 24pcs,1.0,0.48
2026-02-04,KCQ 720Y,Club Soda Pineapple,350ml x 12pcs ,1.0,4.2
2026-02-04,KCR 382A,Fanta Blackcurrant,350ml x 12pcs,3.0,12.6
2026-02-04,KCR 382A,Minute Maid Mango Juice,400ml x 12pcs,4.0,19.2
2026-02-04,KCR 382A,Rosy Serviettes bales,1 x 18 packets,1.0,3.6
2026-02-04,KBT 141D,Nuvita Fruity Orange Biscuits,72 packets x 4pcs,1.0,0.89
2026-02-04,KBT 141D,Techpak Clear Plastic Cups,200ml x 25pcs,1.0,0.01
2026-02-04,KBS 419T,Biryani Rice,Maison 25KG,2.0,50.0
2026-02-04,KCR 378A,Excel Pure Glucose,50G X 12pcs,2.0,2.0
2026-02-04,KCN 315G,Soko Maize Flour,1kg x 24 Packets,1.0,24.0
2026-02-04,KCE 477L,Tamu Tamu,Tutti Fruity (Green) - 11gms x 10 packets x 3 strips,1.0,0.9
2026-02-04,KCG 013L,Eveready Heavy Duty Batteries -Red,AAA-10Pairs X 2pcs,0.0,0.0
2026-02-04,KCQ 722Y,WOW Sugared,8g x 10 packets x 6 strips,1.0,1.0
2026-02-04,Kbn 692W,Gofrut Mango Juice,250ml x 12pcs,1.0,3.2
2026-02-04,KDH 265A,Fanta Blackcurrant,2L x 6pcs,9.0,108.0
2026-02-04,KCR 385a,Fanta Orange,350ml x 12pcs,4.0,16.8
2026-02-04,KAY 414M,210 Maize Flour,2kg x 12 packets,1.0,24.0
2026-02-04,KCR 380A,Bitez,12gms x 10 packets x 5 strips,4.0,2.4
2026-02-04,KCY 427Y,Sossi Classic Chunks,70g x 12 packets,5.0,4.2
2026-02-04,KDD 288Y,Fanta Orange,2L x 6pcs,6.0,72.0
2026-02-04,KCR 398A,Monster Energy,Original - 500ml x 4 cans,2.0,4.0
2026-02-04,KCL 309P,Kensalt,500g x 40pcs,1.0,20.0
2026-02-04,Kbn 692W,Gofrut Multifruit Juice,250ml x 12pcs,1.0,3.2
2026-02-04,KCY 042Y,Club Soda Pineapple,1.25ltr x 6pcs,2.0,15.0
2026-02-04,KCL 309P,Panadol Advance,1 packet x 100 pcs,1.0,0.5
2026-02-04,KBS 871Z,Monster Energy,Original - 500ml x 4 cans,4.0,8.0
2026-02-04,KCE 477L,Chapa Mandashi Baking Powder,100g x 12pcs,4.0,4.8
2026-02-04,KCN 315G,Twiga Fortified Vegetable Cooking Oil,	10 Litre Jerrycan,1.0,10.0
2026-02-04,KCN 315G,Raha Drinking Chocolate,6 x 24 x 8gms,1.0,1.0
2026-02-04,KDG 776T,Onga Mchuzi Mix Beef,7g x 12 sachets	,4.0,0.336
2026-02-04,KCG 013L,Ting Ting Cola Fun,1pkt x 50pcs,1.0,0.42
2026-02-04,KBS 016T,OMO Extra Fresh,40g x 24 sachets (2 strips),3.0,2.88
2026-02-04,KBS 016T,Club Soda Blackcurrant,2ltr x 6pcs,1.0,12.0
2026-02-04,Kbn 692W,Soko Maize Flour,1kg x 24 Packets,2.0,48.0
2026-02-04,KCQ 722Y,Doffi Washing Detergent - Pink,500g x 12 packets,1.0,810.0
2026-02-04,KCR 398A,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,2.0,2.4
2026-02-04,KDG 776T,Kiwi Shoe Polish-Black,15ml x 12 pcs,1.0,0.18
2026-02-04,KCY 427Y,Nuvita Vitamilk,60x5pcs Carton,3.0,4.14
2026-02-04,KAY 414M,Soko Home Baking Flour,2kg x 12 pkts - Bale,4.0,96.0
2026-02-04,KCR 383A,Kiwi Shoe Polish-Black,15ml x 12 pcs,5.0,0.9
2026-02-04,KCR 382A,Fahari ya Kenya,100g x 10 pcs,1.0,1.0
2026-02-04,KBS 419T,Blue Band Margarine Original,100g x 2 tubs,0.0,0.0
2026-02-04,KCY 042Y,Coca-Cola,350ml x 12pcs,4.0,16.8
2026-02-04,KCG 013L,Downy Pouch Sunrise Fresh,20ml x 60pcs,1.0,1.2
2026-02-04,KAY 414M,Ajab Home Baking Flour,1kg x 24 Packets,2.0,48.0
2026-02-04,KCR 383A,Biryani Rice,Maison 25KG,3.0,75.0
2026-02-04,KCQ 723Y,MacCoffee Classic,1.6g x 72pcs,1.0,0.12
2026-02-04,KCR 385a,Kiwi Shoe Polish-Black,25ml x 12 pcs,1.0,0.3
2026-02-04,KCR 382A,Big Bang Lollipop,Tongue Painter 1pkt x 50pcs	,0.0,0.0
2026-02-04,KDH 265A,Sprite,2L x 6pcs,6.0,72.0
2026-02-04,KBS 419T,Big Bang Lollipop,Tongue Painter 1pkt x 50pcs	,0.0,0.0
2026-02-04,KDH 265A,Zenta Soap Cream,800gm x 12 bars,1.0,9.6
2026-02-04,KCR 378A,Mount Kenya Milk,ESL 18pcs x 500ml,33.0,297.0
2026-02-04,KDK 404Q,Coca-Cola,1L x 12pcs,1.0,12.2
2026-02-04,kcr 384a,Coca-Cola,350ml x 12pcs,14.0,58.8
2026-02-04,KCY 042Y,Kensalt,200gm x 30,1.0,6.0
2026-02-04,KBT 141D,Excel Pure Glucose,50G X 12pcs,1.0,1.0
2026-02-04,KDH 265A,Club Soda Lemon and Lime,2ltr x 6pcs,1.0,12.0
2026-02-04,KCQ 723Y,Fresh Cool Gum,Fruit XL 1pkt x 50pcs,1.0,1.0
2026-02-04,KCQ 720Y,Fanta Orange,350ml x 12pcs,20.0,84.0
2026-02-04,Kbn 692W,Minute Maid Apple Juice,1L x 12pcs,2.0,24.0
2026-02-04,KCL 309P,Biryani Rice,Eneka 25kg,1.0,25.0
2026-02-04,KBS 871Z,Postman Cooking Oil,20 Litre Jerrycan,2.0,40.0
2026-02-04,KBS 871Z,Zenta Soap Cream,600gm x 12 bars,1.0,7.2
2026-02-04,KCX 077s,Nuvita Fruity Banana Biscuits,72 packets x 4pcs,1.0,0.89
2026-02-04,KCR 382A,Quencher Life Water,1L x 12 bottles,1.0,12.2
2026-02-04,KBT 141D,Mount Kenya Milk,ESL 21pcs x 200ml,19.0,79.8
2026-02-04,KCN 315G,Minute Maid Tropical Juice,1L x 12pcs,1.0,12.0
2026-02-04,KCY 427Y,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,3.0,3.6
2026-02-04,kcr 384a,Safisha Steelwool,15g x 30 pcs x 1 outer,3.0,1.35
2026-02-04,KDG 776T,Butter Scotch,1pkt x 80pcs,1.0,0.14
2026-02-04,KDD 288Y,Ajab Home Baking Flour,1kg x 24 Packets,7.0,168.0
2026-02-04,KCR 398A,Soko Maize Flour,2kg x 12 pkts - Bale,2.0,48.0
2026-02-04,KBS 016T,Kiwi Shoe Polish-Black,40ml x 12 pcs,1.0,0.48
